,SubjectID,PredicateID,ObjectID,Subject,Predicate,Object,ReferenceProperty,URL,RefDoc
0,Q31,P2852,Q25648793,Belgium,emergency phone number,100,P854,http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx,refdoc_75
1,Q31,P2852,Q25648794,Belgium,emergency phone number,101,P854,http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx,refdoc_75
2,Q31,P2853,Q1378312,Belgium,electrical plug type,Europlug,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
3,Q31,P2853,Q1378312,Belgium,electrical plug type,Europlug,P1065,https://web.archive.org/web/20160610225010/https://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_1467
4,Q31,P2853,Q2335536,Belgium,electrical plug type,Type E,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
5,Q31,P2853,Q2335536,Belgium,electrical plug type,Type E,P1065,https://web.archive.org/web/20160610225010/https://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_1467
6,Q31,P1552,Q3174312,Belgium,has quality,free country,P854,https://freedomhouse.org/report/freedom-world/freedom-world-2017,refdoc_209
7,Q31,P530,Q423,Belgium,diplomatic relation,North Korea,P854,https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf,refdoc_984
8,Q31,P463,Q141720,Belgium,member of,European Air Transport Command,P854,http://eatc-mil.com/8/About-us,refdoc_1485
9,Q31,P463,Q340195,Belgium,member of,African Development Bank,P854,https://en.wikipedia.org/wiki/African_Development_Bank,refdoc_1103
10,Q31,P463,Q1072120,Belgium,member of,Missile Technology Control Regime,P854,http://mtcr.info/partners/,refdoc_1496
11,Q31,P463,Q8475,Belgium,member of,Interpol,P854,https://www.interpol.int/Member-countries/World,refdoc_602
12,Q31,P463,Q1480793,Belgium,member of,Nuclear Suppliers Group,P854,http://www.nuclearsuppliersgroup.org/en/participants1,refdoc_1530
13,Q31,P463,Q842490,Belgium,member of,Organisation for the Prohibition of Chemical Weapons,P854,https://www.opcw.org/about-opcw/member-states/,refdoc_800
14,Q31,P463,Q3866537,Belgium,member of,Movement Coordination Centre Europe,P854,http://mcce-mil.com/wp-content/uploads/glance/MCCE-AT-A-Glance-September-2017.pdf,refdoc_1751
15,Q31,P463,Q521227,Belgium,member of,Organisation for Joint Armament Cooperation,P854,http://www.occar.int/185,refdoc_29
16,Q31,P463,Q233611,Belgium,member of,International Hydrographic Organization,P854,https://www.iho.int/srv1/index.php?option=com_wrapper&view=wrapper&Itemid=452&lang=en,refdoc_392
17,Q31,P463,Q826700,Belgium,member of,International Energy Agency,P854,https://www.iea.org/countries/membercountries/,refdoc_455
18,Q31,P463,Q7809,Belgium,member of,UNESCO,P854,http://www.unesco.org/eri/cp/ListeMS_Indicators.asp,refdoc_98
19,Q31,P463,Q17495,Belgium,member of,Universal Postal Union,P854,http://www.upu.int/en/the-upu/member-countries.html,refdoc_1239
20,Q31,P463,Q376150,Belgium,member of,International Telecommunication Union,P854,https://www.itu.int/online/mm/scripts/gensel8,refdoc_256
21,Q31,P463,Q1969730,Belgium,member of,Schengen Area,P854,https://www.touteleurope.eu/les-pays-membres-de-l-espace-schengen.html,refdoc_432
22,Q31,P463,Q1531570,Belgium,member of,Global Biodiversity Information Facility,P854,https://www.gbif.org/country/BE/summary,refdoc_1550
23,Q31,P463,Q45177,Belgium,member of,Visa Waiver Program,P854,https://www.dhs.gov/visa-waiver-program-requirements,refdoc_500
24,Q31,P463,Q170424,Belgium,member of,World Meteorological Organization,P854,https://public.wmo.int/en/members/belgium,refdoc_1705
25,Q31,P463,Q7817,Belgium,member of,World Health Organization,P854,https://www.who.int/choice/demography/by_country/en/,refdoc_1587
26,Q31,P463,Q182814,Belgium,member of,Antarctic Treaty System,P854,https://www.ats.aq/devAS/Parties?lang=e,refdoc_816
27,Q31,P463,Q605326,Belgium,member of,World Customs Organization,P854,https://www.wcoomd.org/-/media/wco/public/global/pdf/about-us/wco-members/list-of-members-with-membership-date.pdf,refdoc_391
28,Q31,P463,Q823428,Belgium,member of,"Task Force for International Cooperation on Holocaust Education, Remembrance, and Research",P854,https://holocaustremembrance.com/countries/belgium,refdoc_895
29,Q31,P463,Q131720477,Belgium,member of,"{'text': 'CERN Council', 'language': 'mul'}",P854,https://council.web.cern.ch/en/content/council-composition-january-2025,refdoc_207
30,Q31,P463,Q186444,Belgium,member of,Treaty on the Non-Proliferation of Nuclear Weapons,P854,https://en.wikipedia.org/wiki/List_of_parties_to_the_Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons,refdoc_911
31,Q31,P5658,Q13196750,Belgium,railway traffic side,left,P4656,https://de.wikipedia.org/wiki/Mehrgleisigkeit#Fahrordnung_in_den_einzelnen_L%C3%A4ndern,refdoc_1017
32,Q31,P85,Q161539,Belgium,anthem,The Brabançonne,P854,http://www.belgium.be/fr/la_belgique/connaitre_le_pays/la_belgique_en_bref/symboles/hymnes/,refdoc_774
33,Q31,P361,Q27496,Belgium,part of,Western Europe,P854,https://www.workwithdata.com/place/belgium,refdoc_334
34,Q31,P1622,Q14565199,Belgium,driving side,right,P854,http://chartsbin.com/view/edr,refdoc_1082
35,Q31,P832,Q196627,Belgium,public holiday,New Year's Day,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
36,Q31,P832,Q21196,Belgium,public holiday,Easter,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
37,Q31,P832,Q209663,Belgium,public holiday,Easter Monday,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
38,Q31,P832,Q51638,Belgium,public holiday,Feast of the Ascension,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
39,Q31,P832,Q39864,Belgium,public holiday,Pentecost,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
40,Q31,P832,Q2512993,Belgium,public holiday,Whit Monday,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
41,Q31,P832,Q2190144,Belgium,public holiday,Belgian National Day,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
42,Q31,P832,Q162691,Belgium,public holiday,Assumption of Mary,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
43,Q31,P832,Q587,Belgium,public holiday,All Saints' Day,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
44,Q31,P832,Q6597183,Belgium,public holiday,Armistice Day,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
45,Q31,P832,Q2703710,Belgium,public holiday,Christmas Day,P854,https://www.belgium.be/nl/over_belgie/land/belgie_in_een_notendop/feestdagen,refdoc_388
46,Q45,P30,Q46,Portugal,continent,Europe,P854,https://www.workwithdata.com/place/portugal,refdoc_1264
47,Q45,P36,Q597,Portugal,capital,Lisbon,P854,https://lisbonne.net/lisbonne-pas-capitale-du-portugal,refdoc_598
48,Q45,P37,Q5146,Portugal,official language,Portuguese,P854,https://www.constituteproject.org/constitution/Portugal_2005?lang=en,refdoc_1616
49,Q45,P150,Q25263,Portugal,contains the administrative territorial entity,Azores,P854,https://www.cia.gov/library/publications/the-world-factbook/geos/po.html,refdoc_1092
50,Q45,P463,Q340195,Portugal,member of,African Development Bank,P854,https://en.wikipedia.org/wiki/African_Development_Bank,refdoc_1103
51,Q45,P463,Q1072120,Portugal,member of,Missile Technology Control Regime,P854,http://mtcr.info/partners/,refdoc_1496
52,Q45,P463,Q8475,Portugal,member of,Interpol,P854,https://www.interpol.int/Member-countries/World,refdoc_602
53,Q45,P463,Q1480793,Portugal,member of,Nuclear Suppliers Group,P854,http://www.nuclearsuppliersgroup.org/en/participants1,refdoc_1530
54,Q45,P463,Q842490,Portugal,member of,Organisation for the Prohibition of Chemical Weapons,P854,https://www.opcw.org/about-opcw/member-states/,refdoc_800
55,Q45,P463,Q3866537,Portugal,member of,Movement Coordination Centre Europe,P854,http://mcce-mil.com/wp-content/uploads/glance/MCCE-AT-A-Glance-September-2017.pdf,refdoc_1751
56,Q45,P463,Q233611,Portugal,member of,International Hydrographic Organization,P854,https://www.iho.int/srv1/index.php?option=com_wrapper&view=wrapper&Itemid=452&lang=en,refdoc_392
57,Q45,P463,Q826700,Portugal,member of,International Energy Agency,P854,https://www.iea.org/countries/membercountries/,refdoc_455
58,Q45,P463,Q7809,Portugal,member of,UNESCO,P854,http://www.unesco.org/eri/cp/ListeMS_Indicators.asp,refdoc_98
59,Q45,P463,Q17495,Portugal,member of,Universal Postal Union,P854,http://www.upu.int/en/the-upu/member-countries.html,refdoc_1239
60,Q45,P463,Q376150,Portugal,member of,International Telecommunication Union,P854,https://www.itu.int/online/mm/scripts/gensel8,refdoc_256
61,Q45,P463,Q1969730,Portugal,member of,Schengen Area,P854,https://www.touteleurope.eu/les-pays-membres-de-l-espace-schengen.html,refdoc_432
62,Q45,P463,Q45177,Portugal,member of,Visa Waiver Program,P854,https://www.dhs.gov/visa-waiver-program-requirements,refdoc_500
63,Q45,P463,Q162656,Portugal,member of,International Civil Defence Organisation,P854,http://icdo.org/who-we-are/members/observer-states.html,refdoc_1592
64,Q45,P463,Q170424,Portugal,member of,World Meteorological Organization,P854,https://public.wmo.int/en/members/portugal,refdoc_1349
65,Q45,P463,Q7817,Portugal,member of,World Health Organization,P854,https://www.who.int/choice/demography/by_country/en/,refdoc_1587
66,Q45,P463,Q605326,Portugal,member of,World Customs Organization,P854,https://www.wcoomd.org/-/media/wco/public/global/pdf/about-us/wco-members/list-of-members-with-membership-date.pdf,refdoc_391
67,Q45,P463,Q823428,Portugal,member of,"Task Force for International Cooperation on Holocaust Education, Remembrance, and Research",P854,https://holocaustremembrance.com/countries/portugal,refdoc_834
68,Q45,P463,Q131720477,Portugal,member of,"{'text': 'CERN Council', 'language': 'mul'}",P854,https://council.web.cern.ch/en/content/council-composition-january-2025,refdoc_207
69,Q45,P463,Q186444,Portugal,member of,Treaty on the Non-Proliferation of Nuclear Weapons,P854,https://en.wikipedia.org/wiki/List_of_parties_to_the_Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons,refdoc_911
70,Q45,P530,Q423,Portugal,diplomatic relation,North Korea,P854,https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf,refdoc_984
71,Q45,P1622,Q14565199,Portugal,driving side,right,P854,https://web.archive.org/web/20170210083750/https://basementgeographer.com/right-hand-traffic-versus-left-hand-traffic/,refdoc_246
72,Q45,P2852,Q1061257,Portugal,emergency phone number,112,P854,http://www.itu.int/net/itu-t/inrdb/e129_important_numbers.aspx,refdoc_75
73,Q45,P2853,Q1378312,Portugal,electrical plug type,Europlug,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
74,Q45,P2853,Q1123613,Portugal,electrical plug type,Schuko,P854,http://www.iec.ch/worldplugs/list_bylocation.htm,refdoc_662
75,Q45,P208,Q740205,Portugal,executive body,Government of Portugal,P854,https://diariodarepublica.pt/dr/lexionario/termo/governo,refdoc_1520
76,Q45,P1552,Q3174312,Portugal,has quality,free country,P854,https://freedomhouse.org/report/freedom-world/freedom-world-2017,refdoc_209
77,Q45,P706,Q27449,Portugal,located in/on physical feature,Southern Europe,P854,https://www.workwithdata.com/place/portugal,refdoc_1264
78,Q148,P530,Q159,People's Republic of China,diplomatic relation,Russia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
79,Q148,P530,Q155,People's Republic of China,diplomatic relation,Brazil,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
80,Q148,P530,Q38,People's Republic of China,diplomatic relation,Italy,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
81,Q148,P530,Q183,People's Republic of China,diplomatic relation,Germany,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
82,Q148,P530,Q34020,People's Republic of China,diplomatic relation,Niue,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
83,Q148,P530,Q408,People's Republic of China,diplomatic relation,Australia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
84,Q148,P530,Q805,People's Republic of China,diplomatic relation,Yemen,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
85,Q148,P530,Q403,People's Republic of China,diplomatic relation,Serbia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
86,Q148,P530,Q334,People's Republic of China,diplomatic relation,Singapore,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
87,Q148,P530,Q17,People's Republic of China,diplomatic relation,Japan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
88,Q148,P530,Q43,People's Republic of China,diplomatic relation,Turkey,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
89,Q148,P530,Q843,People's Republic of China,diplomatic relation,Pakistan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
90,Q148,P530,Q902,People's Republic of China,diplomatic relation,Bangladesh,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
91,Q148,P530,Q423,People's Republic of China,diplomatic relation,North Korea,P854,https://www.ncnk.org/sites/default/files/content/resources/publications/NCNK_Issue_Brief_DPRK_Diplomatic_Relations.pdf,refdoc_984
92,Q148,P530,Q232,People's Republic of China,diplomatic relation,Kazakhstan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
93,Q148,P530,Q668,People's Republic of China,diplomatic relation,India,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
94,Q148,P530,Q41,People's Republic of China,diplomatic relation,Greece,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
95,Q148,P530,Q712,People's Republic of China,diplomatic relation,Fiji,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
96,Q148,P530,Q878,People's Republic of China,diplomatic relation,United Arab Emirates,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
97,Q148,P530,Q40,People's Republic of China,diplomatic relation,Austria,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
98,Q148,P530,Q983,People's Republic of China,diplomatic relation,Equatorial Guinea,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
99,Q148,P530,Q794,People's Republic of China,diplomatic relation,Iran,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
100,Q148,P530,Q15,People's Republic of China,diplomatic relation,Africa,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
101,Q148,P530,Q889,People's Republic of China,diplomatic relation,Afghanistan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
102,Q148,P530,Q227,People's Republic of China,diplomatic relation,Azerbaijan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
103,Q148,P530,Q419,People's Republic of China,diplomatic relation,Peru,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
104,Q148,P530,Q458,People's Republic of China,diplomatic relation,European Union,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
105,Q148,P530,Q79,People's Republic of China,diplomatic relation,Egypt,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
106,Q148,P530,Q954,People's Republic of China,diplomatic relation,Zimbabwe,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
107,Q148,P530,Q953,People's Republic of China,diplomatic relation,Zambia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
108,Q148,P530,Q881,People's Republic of China,diplomatic relation,Vietnam,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
109,Q148,P530,Q717,People's Republic of China,diplomatic relation,Venezuela,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
110,Q148,P530,Q686,People's Republic of China,diplomatic relation,Vanuatu,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
111,Q148,P530,Q77,People's Republic of China,diplomatic relation,Uruguay,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
112,Q148,P530,Q145,People's Republic of China,diplomatic relation,United Kingdom,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
113,Q148,P530,Q1036,People's Republic of China,diplomatic relation,Uganda,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
114,Q148,P530,Q948,People's Republic of China,diplomatic relation,Tunisia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
115,Q148,P530,Q754,People's Republic of China,diplomatic relation,Trinidad and Tobago,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
116,Q148,P530,Q678,People's Republic of China,diplomatic relation,Tonga,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
117,Q148,P530,Q945,People's Republic of China,diplomatic relation,Togo,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
118,Q148,P530,Q869,People's Republic of China,diplomatic relation,Thailand,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
119,Q148,P530,Q924,People's Republic of China,diplomatic relation,Tanzania,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
120,Q148,P530,Q863,People's Republic of China,diplomatic relation,Tajikistan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
121,Q148,P530,Q39,People's Republic of China,diplomatic relation,Switzerland,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
122,Q148,P530,Q34,People's Republic of China,diplomatic relation,Sweden,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
123,Q148,P530,Q730,People's Republic of China,diplomatic relation,Suriname,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
124,Q148,P530,Q1049,People's Republic of China,diplomatic relation,Sudan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
125,Q148,P530,Q854,People's Republic of China,diplomatic relation,Sri Lanka,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
126,Q148,P530,Q29,People's Republic of China,diplomatic relation,Spain,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
127,Q148,P530,Q958,People's Republic of China,diplomatic relation,South Sudan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
128,Q148,P530,Q258,People's Republic of China,diplomatic relation,South Africa,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
129,Q148,P530,Q1045,People's Republic of China,diplomatic relation,Somalia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
130,Q148,P530,Q1044,People's Republic of China,diplomatic relation,Sierra Leone,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
131,Q148,P530,Q1042,People's Republic of China,diplomatic relation,Seychelles,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
132,Q148,P530,Q1041,People's Republic of China,diplomatic relation,Senegal,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
133,Q148,P530,Q1039,People's Republic of China,diplomatic relation,São Tomé and Príncipe,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
134,Q148,P530,Q683,People's Republic of China,diplomatic relation,Samoa,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
135,Q148,P530,Q1037,People's Republic of China,diplomatic relation,Rwanda,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
136,Q148,P530,Q218,People's Republic of China,diplomatic relation,Romania,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
137,Q148,P530,Q971,People's Republic of China,diplomatic relation,Republic of the Congo,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
138,Q148,P530,Q45,People's Republic of China,diplomatic relation,Portugal,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
139,Q148,P530,Q36,People's Republic of China,diplomatic relation,Poland,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
140,Q148,P530,Q691,People's Republic of China,diplomatic relation,Papua New Guinea,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
141,Q148,P530,Q804,People's Republic of China,diplomatic relation,Panama,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
142,Q148,P530,Q219060,People's Republic of China,diplomatic relation,State of Palestine,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
143,Q148,P530,Q20,People's Republic of China,diplomatic relation,Norway,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
144,Q148,P530,Q1033,People's Republic of China,diplomatic relation,Nigeria,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
145,Q148,P530,Q664,People's Republic of China,diplomatic relation,New Zealand,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
146,Q148,P530,Q55,People's Republic of China,diplomatic relation,Netherlands,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
147,Q148,P530,Q837,People's Republic of China,diplomatic relation,Nepal,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
148,Q148,P530,Q1030,People's Republic of China,diplomatic relation,Namibia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
149,Q148,P530,Q836,People's Republic of China,diplomatic relation,Myanmar,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
150,Q148,P530,Q1029,People's Republic of China,diplomatic relation,Mozambique,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
151,Q148,P530,Q1028,People's Republic of China,diplomatic relation,Morocco,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
152,Q148,P530,Q96,People's Republic of China,diplomatic relation,Mexico,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
153,Q148,P530,Q1027,People's Republic of China,diplomatic relation,Mauritius,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
154,Q148,P530,Q1025,People's Republic of China,diplomatic relation,Mauritania,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
155,Q148,P530,Q912,People's Republic of China,diplomatic relation,Mali,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
156,Q148,P530,Q826,People's Republic of China,diplomatic relation,Maldives,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
157,Q148,P530,Q833,People's Republic of China,diplomatic relation,Malaysia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
158,Q148,P530,Q1020,People's Republic of China,diplomatic relation,Malawi,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
159,Q148,P530,Q1019,People's Republic of China,diplomatic relation,Madagascar,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
160,Q148,P530,Q32,People's Republic of China,diplomatic relation,Luxembourg,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
161,Q148,P530,Q37,People's Republic of China,diplomatic relation,Lithuania,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
162,Q148,P530,Q1016,People's Republic of China,diplomatic relation,Libya,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
163,Q148,P530,Q1014,People's Republic of China,diplomatic relation,Liberia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
164,Q148,P530,Q819,People's Republic of China,diplomatic relation,Laos,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
165,Q148,P530,Q813,People's Republic of China,diplomatic relation,Kyrgyzstan,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
166,Q148,P530,Q710,People's Republic of China,diplomatic relation,Kiribati,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
167,Q148,P530,Q114,People's Republic of China,diplomatic relation,Kenya,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
168,Q148,P530,Q766,People's Republic of China,diplomatic relation,Jamaica,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
169,Q148,P530,Q1008,People's Republic of China,diplomatic relation,Ivory Coast,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
170,Q148,P530,Q27,People's Republic of China,diplomatic relation,Republic of Ireland,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
171,Q148,P530,Q796,People's Republic of China,diplomatic relation,Iraq,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
172,Q148,P530,Q252,People's Republic of China,diplomatic relation,Indonesia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
173,Q148,P530,Q189,People's Republic of China,diplomatic relation,Iceland,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
174,Q148,P530,Q1007,People's Republic of China,diplomatic relation,Guinea-Bissau,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
175,Q148,P530,Q1006,People's Republic of China,diplomatic relation,Guinea,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
176,Q148,P530,Q769,People's Republic of China,diplomatic relation,Grenada,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
177,Q148,P530,Q117,People's Republic of China,diplomatic relation,Ghana,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
178,Q148,P530,Q1000,People's Republic of China,diplomatic relation,Gabon,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
179,Q148,P530,Q33,People's Republic of China,diplomatic relation,Finland,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
180,Q148,P530,Q702,People's Republic of China,diplomatic relation,Federated States of Micronesia,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
181,Q148,P530,Q986,People's Republic of China,diplomatic relation,Eritrea,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
182,Q148,P530,Q736,People's Republic of China,diplomatic relation,Ecuador,P854,https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/,refdoc_678
